report_time,cured,death,confirmed,dose_1,dose_2,15_18_years_dose_1,15_18_years_dose_2,12_14_years_dose_1,12_14_years_dose_2,precaution_dose,total_doses,co,no2,o3,pm10,pm25,so2,close_nifty_50,close_nifty_500,close_nifty_healthcare,close_nifty_IT,close_nifty_pharma
2021-03-12,10953303,158306,11308846,20179161,4649044,0,0,0,0,0,24828205,727.2248319792628,18.661093613619077,32.0129734636946,109.15835223449332,48.07488278732028,242.83745199489556,15030.95,12593.9,7281.77,25888.25,12184.25
2021-03-13,10973260,158446,11333728,21804295,5052684,0,0,0,0,0,26856979,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15030.95,12593.9,7281.77,25888.25,12184.25
2021-03-14,10989897,158607,11359048,23017615,5325178,0,0,0,0,0,28342793,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15030.95,12593.9,7281.77,25888.25,12184.25
2021-03-15,11007352,158725,11385339,23161824,5349492,0,0,0,0,0,28511316,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14929.5,12510.15,7214.61,26032.05,12024.5
2021-03-16,11027543,158856,11409831,25768402,5740814,0,0,0,0,0,31509216,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14910.45,12512.7,7235.99,26363.85,12013.0
2021-03-17,11045284,159044,11438734,27527525,6052682,0,0,0,0,0,33580207,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14721.3,12319.9,7096.12,26183.5,11787.5
2021-03-18,11063025,159216,11474605,29249458,6366525,0,0,0,0,0,35615983,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14557.85,12174.45,6956.38,25373.35,11514.45
2021-03-19,11083679,159370,11514331,31059861,6707143,0,0,0,0,0,37767004,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14744.0,12314.5,7026.11,25562.75,11667.1
2021-03-20,11107332,159558,11555284,33462283,6978676,0,0,0,0,0,40440959,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14744.0,12314.5,7026.11,25562.75,11667.1
2021-03-21,11130288,159755,11599130,35734907,7200503,0,0,0,0,0,42935410,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14744.0,12314.5,7026.11,25562.75,11667.1
2021-03-22,11151468,159967,11646081,36184022,7213545,0,0,0,0,0,43397567,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14736.4,12338.6,7112.85,26035.35,11850.75
2021-03-23,11181253,160166,11686796,39229543,7538692,0,0,0,0,0,46768235,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14814.75,12417.3,7159.38,26105.7,11907.2
2021-03-24,11205160,160441,11734058,41314673,7729240,0,0,0,0,0,49043913,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14549.4,12197.2,7146.66,25802.95,11916.3
2021-03-25,11231650,160692,11787534,43416590,7870505,0,0,0,0,0,51287095,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14324.9,11993.3,7074.38,25237.1,11816.8
2021-03-26,11264637,160949,11846652,45560000,8031538,0,0,0,0,0,53591538,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14507.3,12148.9,7118.01,25385.1,11883.2
2021-03-27,11295023,161240,11908910,47973408,8169543,0,0,0,0,0,56142951,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14507.3,12148.9,7118.01,25385.1,11883.2
2021-03-28,11323762,161552,11971624,49979912,8266425,0,0,0,0,0,58246337,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14507.3,12148.9,7118.01,25385.1,11883.2
2021-03-29,11355993,161843,12039644,50191963,8271447,0,0,0,0,0,58463410,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14507.3,12148.9,7118.01,25385.1,11883.2
2021-03-30,11393021,162114,12095855,50742921,8301160,0,0,0,0,0,59044081,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14845.1,12387.9,7294.99,26121.1,12206.6
2021-03-31,11434301,162468,12149335,52519085,8449856,0,0,0,0,0,60968941,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14690.7,12313.7,7328.48,25855.0,12272.6
2021-04-01,11474683,162927,12221656,54304100,8628746,0,0,0,0,0,62932846,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14867.35,12479.0,7386.47,25980.4,12377.1
2021-04-02,11525039,163396,12303131,57659867,8862229,0,0,0,0,0,66522096,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14867.35,12479.0,7386.47,25980.4,12377.1
2021-04-03,11569241,164110,12392260,61591508,9187961,0,0,0,0,0,70779469,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14867.35,12479.0,7386.47,25980.4,12377.1
2021-04-04,11629289,164623,12485509,64241177,9400664,0,0,0,0,0,73641841,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14867.35,12479.0,7386.47,25980.4,12377.1
2021-04-05,11682136,165101,12589067,67180244,9584570,0,0,0,0,0,76764814,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14637.8,12298.6,7400.64,26491.35,12331.5
2021-04-06,11732279,165547,12686049,70767661,9925488,0,0,0,0,0,80693149,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14683.5,12358.1,7542.36,26532.2,12548.6
2021-04-07,11792135,166177,12801785,74427948,10242677,0,0,0,0,0,84670625,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14819.05,12481.3,7616.85,26831.0,12616.35
2021-04-08,11851393,166862,12928574,77231248,10489324,0,0,0,0,0,87720572,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14873.8,12541.65,7637.21,27148.4,12611.7
2021-04-09,11913292,167642,13060542,80892654,10884703,0,0,0,0,0,91777357,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14834.85,12527.4,7825.97,27367.05,12995.35
2021-04-10,11990859,168436,13205926,84180538,11287335,0,0,0,0,0,95467873,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14834.85,12527.4,7825.97,27367.05,12995.35
2021-04-11,12081443,169275,13358805,87294906,11658792,0,0,0,0,0,98953698,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14834.85,12527.4,7825.97,27367.05,12995.35
2021-04-12,12156529,170179,13527717,89995815,11889319,0,0,0,0,0,101885134,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14310.8,12024.1,7789.63,26727.8,12961.85
2021-04-13,12253697,171058,13689453,93444598,12412615,0,0,0,0,0,105857213,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14504.8,12186.7,7717.1,25851.3,12807.5
2021-04-14,12336036,172085,13873825,95697484,12776299,0,0,0,0,0,108473783,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14504.8,12186.7,7717.1,25851.3,12807.5
2021-04-15,12429564,173123,14074564,98574206,13210733,0,0,0,0,0,111784939,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14581.45,12237.6,7800.45,26010.85,12987.05
2021-04-16,12547866,174308,14291917,100737989,13748697,0,0,0,0,0,114486686,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14617.85,12298.05,7942.87,26324.9,13234.25
2021-04-17,12671220,175649,14526609,102790122,14380000,0,0,0,0,0,117170122,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14617.85,12298.05,7942.87,26324.9,13234.25
2021-04-18,12809643,177150,14788109,104806835,15023369,0,0,0,0,0,119830204,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14617.85,12298.05,7942.87,26324.9,13234.25
2021-04-19,12953821,178769,15061919,105747153,15311833,0,0,0,0,0,121058986,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14359.45,12076.45,7964.79,26236.9,13256.25
2021-04-20,13108582,180530,15321089,108030194,16283001,0,0,0,0,0,124313195,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14296.4,12055.4,8061.98,25877.6,13426.9
2021-04-21,13276039,182553,15616130,110011373,17267599,0,0,0,0,0,127278972,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14296.4,12055.4,8061.98,25877.6,13426.9
2021-04-22,13454880,184657,15930965,111512487,17975361,0,0,0,0,0,129487848,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14406.15,12132.05,8026.1,25826.7,13378.95
2021-04-23,13648159,186920,16263695,113431909,19178780,0,0,0,0,0,132610689,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14341.35,12105.6,7994.68,25609.1,13319.75
2021-04-24,13867997,189544,16610481,115289569,20200273,0,0,0,0,0,135489842,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14341.35,12105.6,7994.68,25609.1,13319.75
2021-04-25,14085110,192311,16960172,116929760,21082791,0,0,0,0,0,138012551,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14341.35,12105.6,7994.68,25609.1,13319.75
2021-04-26,14304382,195123,17313163,117614780,21390934,0,0,0,0,0,139005714,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14485.0,12216.85,7936.11,25680.3,13203.85
2021-04-27,14556209,197894,17636307,119705433,22644279,0,0,0,0,0,142349712,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14653.05,12362.55,7991.2,25815.75,13296.75
2021-04-28,14817371,201187,17997267,121269762,23619788,0,0,0,0,0,144889550,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14864.55,12517.95,7972.67,25962.1,13252.95
2021-04-29,15086878,204832,18376524,122547319,24520735,0,0,0,0,0,147068054,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14894.9,12532.8,7995.46,25874.3,13298.65
2021-04-30,15384418,208330,18762976,123818887,25460787,0,0,0,0,0,149279674,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14631.1,12364.35,8069.03,25664.45,13469.25
2021-05-01,15684406,211853,19164969,125346421,26617593,0,0,0,0,0,151964014,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14631.1,12364.35,8069.03,25664.45,13469.25
2021-05-02,15992271,215542,19557457,126497402,27329287,0,0,0,0,0,153826689,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14631.1,12364.35,8069.03,25664.45,13469.25
2021-05-03,16293003,218959,19925604,126700145,27507932,0,0,0,0,0,154208077,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14634.15,12395.25,8122.88,25676.05,13507.45
2021-05-04,16613292,222408,20282833,127549835,28381351,0,0,0,0,0,155931186,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14496.5,12300.45,7990.74,25489.0,13234.75
2021-05-05,16951731,226188,20665148,128363974,29115134,0,0,0,0,0,157479108,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14617.85,12413.0,8273.37,25786.95,13779.7
2021-05-06,17280844,230168,21077410,129291080,30193074,0,0,0,0,0,159484154,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14724.8,12501.9,8250.83,26258.7,13747.75
2021-05-07,17612351,234083,21491598,130401148,31530768,0,0,0,0,0,161931916,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14823.15,12563.1,8266.57,26269.45,13747.1
2021-05-08,17930960,238270,21892676,131423046,32870840,0,0,0,0,0,164293886,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14823.15,12563.1,8266.57,26269.45,13747.1
2021-05-09,18317404,242362,22296414,132289202,34089526,0,0,0,0,0,166378728,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14823.15,12563.1,8266.57,26269.45,13747.1
2021-05-10,18671222,246116,22662575,132713499,34401920,0,0,0,0,0,167115419,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14942.35,12669.9,8459.94,26273.45,14131.85
2021-05-11,19027304,249992,22992517,133800955,35839027,0,0,0,0,0,169639982,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14850.75,12642.25,8427.3,26106.7,14066.65
2021-05-12,19382642,254197,23340938,134924261,37231035,0,0,0,0,0,172155296,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14696.5,12537.95,8397.39,25855.45,14065.05
2021-05-13,19734823,258317,23703665,135960900,38163892,0,0,0,0,0,174124792,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14696.5,12537.95,8397.39,25855.45,14065.05
2021-05-14,20079599,262317,24046809,137020153,39181617,0,0,0,0,0,176201770,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14677.8,12472.15,8280.72,25588.2,13885.5
2021-05-15,20432898,266207,24372907,137676422,39684343,0,0,0,0,0,177360765,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14677.8,12472.15,8280.72,25588.2,13885.5
2021-05-16,20795335,270284,24684077,138824523,40298827,0,0,0,0,0,179123350,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14677.8,12472.15,8280.72,25588.2,13885.5
2021-05-17,21174076,274390,24965463,139447034,40375557,0,0,0,0,0,179822591,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14923.15,12672.1,8278.96,25703.55,13858.7
2021-05-18,21596512,278719,25228996,140726065,40615773,0,0,0,0,0,181341838,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15108.1,12839.1,8275.87,25958.25,13832.4
2021-05-19,21986363,283248,25496330,141880184,40809504,0,0,0,0,0,182689688,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15030.15,12809.0,8367.68,25982.8,14001.35
2021-05-20,22355440,287122,25772440,142918426,40965001,0,0,0,0,0,183883427,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,14906.05,12736.45,8354.5,25894.45,13970.2
2021-05-21,22712735,291331,26031991,147494626,41252284,0,0,0,0,0,188746910,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15175.3,12917.85,8389.73,26105.3,13993.7
2021-05-22,23070365,295525,26289290,148793000,41440114,0,0,0,0,0,190233114,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15175.3,12917.85,8389.73,26105.3,13993.7
2021-05-23,23425467,299266,26530132,150235514,41623650,0,0,0,0,0,191859164,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15175.3,12917.85,8389.73,26105.3,13993.7
2021-05-24,23728011,303720,26752447,151220481,41686285,0,0,0,0,0,192906766,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15197.7,12962.45,8441.19,26144.2,14034.65
2021-05-25,24054861,307231,26948874,153524194,41863690,0,0,0,0,0,195387884,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15208.45,12963.0,8443.79,26393.9,14090.1
2021-05-26,24350816,311388,27157795,155435719,42067364,0,0,0,0,0,197503083,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15301.45,13022.2,8475.65,26857.3,14127.25
2021-05-27,24633951,315235,27369093,157311203,42224267,0,0,0,0,0,199535470,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15337.85,13066.25,8452.12,27164.8,14100.05
2021-05-28,24893410,318895,27555457,160133962,42419313,0,0,0,0,0,202553275,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15435.65,13117.05,8354.15,27122.8,13934.1
2021-05-29,25178011,322512,27729247,163061537,42667052,0,0,0,0,0,205728589,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15435.65,13117.05,8354.15,27122.8,13934.1
2021-05-30,25454320,325972,27894800,165899761,42992997,0,0,0,0,0,208892758,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15435.65,13117.05,8354.15,27122.8,13934.1
2021-05-31,25692342,329100,28047534,166895655,43084618,0,0,0,0,0,209980273,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15582.8,13226.35,8415.23,27115.05,14051.75
2021-06-01,25947629,331895,28175044,169479142,43384161,0,0,0,0,0,212863303,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15574.85,13210.4,8433.75,27144.4,14058.05
2021-06-02,26179085,335102,28307832,171690472,43672860,0,0,0,0,0,215363332,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15576.2,13274.25,8492.19,26939.65,14151.85
2021-06-03,26390584,337989,28441986,173942700,43910005,0,0,0,0,0,217852705,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15690.35,13380.5,8502.26,26987.9,14114.4
2021-06-04,26597655,340702,28574350,176762420,44150980,0,0,0,0,0,220913400,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15670.25,13393.9,8487.59,26996.75,14101.55
2021-06-05,26795549,344082,28694879,180227897,44432950,0,0,0,0,0,224660847,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15670.25,13393.9,8487.59,26996.75,14101.55
2021-06-06,26984781,346759,28809339,183413217,44706605,0,0,0,0,0,228119822,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15670.25,13393.9,8487.59,26996.75,14101.55
2021-06-07,27159180,349186,28909975,184789373,44794111,0,0,0,0,0,229583484,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15751.65,13479.65,8490.34,27295.65,14069.0
2021-06-08,27341462,351309,28996473,187869751,45123112,0,0,0,0,0,232992863,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15740.1,13496.55,8578.71,27623.8,14189.85
2021-06-09,27504126,353528,29089069,190411137,45441360,0,0,0,0,0,235852497,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15635.35,13396.4,8545.65,27539.0,14118.9
2021-06-10,27655493,359676,29183121,193756119,45761328,0,0,0,0,0,239517447,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15737.75,13517.2,8665.72,27798.0,14313.9
2021-06-11,27790073,363079,29274823,196783917,46089155,0,0,0,0,0,242873072,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15799.35,13563.85,8736.64,28217.5,14464.05
2021-06-12,27911384,367081,29359155,199961669,46422460,0,0,0,0,0,246384129,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15799.35,13563.85,8736.64,28217.5,14464.05
2021-06-13,28043446,370384,29439989,203164375,46811150,0,0,0,0,0,249975525,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15799.35,13563.85,8736.64,28217.5,14464.05
2021-06-14,28162947,374305,29510410,204640584,46988087,0,0,0,0,0,251628671,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15811.85,13554.15,8746.87,28314.1,14449.6
2021-06-15,28280472,377031,29570881,208437064,47382604,0,0,0,0,0,255819668,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15869.25,13607.8,8675.54,28377.85,14322.65
2021-06-16,28388100,379573,29633105,210951651,47792212,0,0,0,0,0,258743863,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15767.55,13510.6,8629.15,28448.85,14215.7
2021-06-17,28491670,381903,29700313,214117810,48173290,0,0,0,0,0,262291100,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15691.4,13425.15,8539.76,28611.35,14081.6
2021-06-18,28580647,383490,29762793,217143346,48588902,0,0,0,0,0,265732248,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15683.35,13386.55,8498.02,28445.6,14030.6
2021-06-19,28678390,385137,29823546,220170253,48987001,0,0,0,0,0,269157254,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15683.35,13386.55,8498.02,28445.6,14030.6
2021-06-20,28766009,386713,29881965,223955578,49503253,0,0,0,0,0,273458831,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15683.35,13386.55,8498.02,28445.6,14030.6
2021-06-21,28844199,388135,29935221,227010228,49791113,0,0,0,0,0,276801341,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15746.5,13456.1,8538.45,28367.0,14082.95
2021-06-22,28926038,389302,29977861,234949355,50578051,0,0,0,0,0,285527406,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15772.75,13491.1,8548.66,28523.55,14095.0
2021-06-23,28994855,390660,30028709,240162371,51238345,0,0,0,0,0,291400716,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15686.95,13423.35,8516.17,28258.5,14018.05
2021-06-24,29063740,391981,30082778,246491510,51889307,0,0,0,0,0,298380817,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15790.45,13468.25,8495.59,29048.0,13967.95
2021-06-25,29128267,393310,30134445,252004130,52696988,0,0,0,0,0,304701118,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15860.35,13539.4,8607.62,29210.55,14069.6
2021-06-26,29193085,394493,30183143,258101031,53697269,0,0,0,0,0,311798300,691.8607522828681,18.661093613619077,31.959189149969113,109.38148316428459,48.07488278732028,243.01094345599614,15860.35,13539.4,8607.62,29210.55,14069.6
