timestamp,State,co,no2,o3,pm10,pm25,so2
2022-04-29,Uttar Pradesh,1187.91,41.31,38.11,237.55,93.97,26.27
2022-04-30,Uttar Pradesh,1117.83,34.95,44.39,222.71,78.11,23.16
2022-05-01,Uttar Pradesh,948.89,20.67,25.07,146.24,45.98,16.67
2022-05-02,Uttar Pradesh,803.58,18.11,47.15,161.37,47.94,18.7
2022-05-04,Uttar Pradesh,737.48,19.62,48.65,167.15,54.42,15.51
2022-05-05,Uttar Pradesh,903.22,28.6,48.49,122.67,50.98,18.2
2022-05-06,Uttar Pradesh,961.55,31.48,42.39,148.14,60.42,19.2
2022-05-07,Uttar Pradesh,891.68,28.87,50.63,141.28,82.86,19.05
2022-05-08,Uttar Pradesh,837.59,37.08,54.61,121.57,49.16,19.33
2022-05-09,Uttar Pradesh,850.82,20.0,47.44,113.63,43.65,42.44
2022-05-10,Uttar Pradesh,697.4,18.97,50.1,103.8,37.71,18.49
2022-05-11,Uttar Pradesh,749.62,20.59,51.38,121.38,45.61,18.66
2022-05-12,Uttar Pradesh,772.9,21.54,52.03,127.81,44.68,18.34
2022-05-13,Uttar Pradesh,1047.13,27.95,55.4,158.58,52.65,19.22
2022-05-14,Uttar Pradesh,1231.61,38.63,51.62,195.09,64.05,21.98
2022-05-15,Uttar Pradesh,1126.1,31.84,61.41,191.75,94.08,20.71
2022-05-16,Uttar Pradesh,894.26,26.14,39.72,252.47,70.58,19.57
2022-05-17,Uttar Pradesh,886.82,24.7,47.78,201.17,64.12,20.94
2022-05-18,Uttar Pradesh,837.77,21.48,46.32,166.32,50.0,19.09
2022-05-19,Uttar Pradesh,1054.85,29.08,49.9,207.35,66.8,20.5
2022-05-20,Uttar Pradesh,971.8,25.47,56.16,231.63,64.24,21.69
2022-05-21,Uttar Pradesh,586.07,20.5,42.4,199.17,44.22,17.67
2022-05-22,Uttar Pradesh,642.32,17.57,54.56,131.86,37.27,18.79
2022-05-23,Uttar Pradesh,698.99,15.97,37.83,81.01,29.0,15.37
2022-05-24,Uttar Pradesh,767.88,20.1,34.43,94.06,37.54,14.94
2022-05-25,Uttar Pradesh,795.7,25.95,49.03,116.61,48.78,17.61
2022-05-26,Uttar Pradesh,761.05,25.9,57.64,136.44,90.54,17.06
2022-03-30,Uttarakhand,0.0,0.0,7.0,39.31,9.9,0.0
2022-03-31,Uttarakhand,0.0,0.0,7.0,38.64,15.6,0.0
2022-04-02,Uttarakhand,0.0,26.93,7.0,39.23,16.62,0.0
2022-04-03,Uttarakhand,0.0,22.93,7.0,34.75,13.65,0.0
2022-04-04,Uttarakhand,0.0,0.0,7.0,40.36,17.58,0.0
2022-04-05,Uttarakhand,0.0,20.16,7.0,35.51,16.53,0.0
2022-04-06,Uttarakhand,0.0,22.34,7.0,39.75,17.1,0.0
2022-04-07,Uttarakhand,0.0,21.42,7.0,32.06,17.13,999.99
2022-04-08,Uttarakhand,0.0,21.53,7.0,35.01,16.53,0.0
2022-04-09,Uttarakhand,0.0,15.5,7.0,17.19,7.6,0.0
2022-04-10,Uttarakhand,0.0,0.0,7.0,32.72,18.11,0.0
2022-04-11,Uttarakhand,0.0,23.65,7.0,33.89,17.65,0.0
2022-04-12,Uttarakhand,0.0,24.43,7.0,43.93,14.76,0.0
2022-04-13,Uttarakhand,0.0,17.26,7.0,8.72,5.96,0.0
2022-04-14,Uttarakhand,0.0,22.2,7.0,24.65,9.52,0.0
2022-04-15,Uttarakhand,0.0,25.89,7.0,25.04,13.38,0.0
2022-04-16,Uttarakhand,0.0,20.66,7.0,28.52,10.47,0.0
2022-04-17,Uttarakhand,0.0,11.99,7.0,35.78,13.14,0.0
2022-04-18,Uttarakhand,0.0,23.39,7.0,37.16,15.53,0.0
2022-04-19,Uttarakhand,0.0,25.87,7.0,32.17,11.23,0.0
2022-04-20,Uttarakhand,0.0,20.73,7.0,22.49,8.89,0.0
2022-04-21,Uttarakhand,0.0,2.13,7.0,12.35,4.75,0.0
2022-04-22,Uttarakhand,249.09,1.89,8.95,72.33,25.59,3.1
2022-04-23,Uttarakhand,192.0,1.58,11.64,69.71,23.89,2.58
2022-04-24,Uttarakhand,177.92,13.82,14.15,67.59,25.39,2.19
2022-04-25,Uttarakhand,630.0,3.18,21.14,121.81,51.18,4.69
2022-04-26,Uttarakhand,290.0,1.53,10.22,87.94,49.38,2.56
2022-04-27,Uttarakhand,311.82,10.06,11.32,85.49,42.56,2.54
2022-04-28,Uttarakhand,326.46,10.62,14.99,82.79,39.28,2.07
2022-04-29,Uttarakhand,0.0,7.09,3.5,14.11,5.75,0.0
2022-04-30,Uttarakhand,324.33,13.04,15.67,96.28,38.67,2.4
2022-05-02,Uttarakhand,307.5,14.16,16.95,81.28,20.78,2.54
2022-05-04,Uttarakhand,85.0,8.12,13.41,26.11,8.64,0.76
2022-05-05,Uttarakhand,236.5,8.99,21.72,56.74,20.54,1.79
2022-05-06,Uttarakhand,339.06,9.14,44.57,80.32,36.02,2.31
2022-05-07,Uttarakhand,218.57,10.36,20.82,50.51,23.92,1.48
2022-05-08,Uttarakhand,398.33,12.72,39.38,82.71,34.48,2.43
2022-05-09,Uttarakhand,426.33,11.04,36.8,78.41,38.98,2.53
2022-05-10,Uttarakhand,388.12,13.55,18.17,60.46,28.08,2.29
2022-05-11,Uttarakhand,426.46,11.69,25.45,73.72,33.95,2.42
2022-05-12,Uttarakhand,278.6,10.99,25.78,72.36,36.13,3.38
2022-05-13,Uttarakhand,288.57,15.0,25.63,82.38,35.86,16.96
2022-05-14,Uttarakhand,339.91,12.11,33.12,102.25,42.22,16.17
2022-05-15,Uttarakhand,362.7,13.44,33.35,111.53,40.48,18.63
2022-05-16,Uttarakhand,135.42,12.13,8.58,38.57,18.11,12.02
2022-05-17,Uttarakhand,86.5,9.28,3.5,28.08,14.28,10.21
2022-05-18,Uttarakhand,67.5,11.59,3.5,38.09,13.98,12.08
2022-05-19,Uttarakhand,108.33,10.71,3.5,35.49,12.95,8.57
2022-05-20,Uttarakhand,120.0,8.85,3.5,20.43,4.45,9.1
2022-05-21,Uttarakhand,235.18,7.87,30.26,78.88,27.01,14.02
2022-05-22,Uttarakhand,285.0,8.84,46.63,77.11,30.57,15.93
2022-05-23,Uttarakhand,271.0,9.24,21.82,27.31,10.33,9.87
2022-05-24,Uttarakhand,246.19,9.48,14.74,51.21,19.58,9.23
2022-05-25,Uttarakhand,265.92,12.6,25.09,85.74,30.06,18.34
2022-05-26,Uttarakhand,356.9,10.41,28.15,92.84,31.93,12.0
2016-06-28,West Bengal,2130.0,14.61,28.9,123.07,34.6,5.09
2016-11-09,West Bengal,2130.0,14.61,28.9,123.07,279.1,5.09
2017-10-16,West Bengal,2130.0,14.61,28.9,123.07,0.0,5.09
2017-10-18,West Bengal,2130.0,14.61,28.9,123.07,70.0,5.09
2017-10-20,West Bengal,420.0,39.7,31.41,209.3,70.0,0.0
2017-10-26,West Bengal,420.0,39.7,11.87,209.3,70.0,0.0
2017-10-28,West Bengal,260.0,39.7,11.87,209.3,70.0,0.0
2017-11-28,West Bengal,260.0,166.7,11.87,258.0,70.0,15.03
2018-04-09,West Bengal,260.0,8.82,128.02,76.33,39.9,17.0
2018-05-09,West Bengal,260.0,8.82,128.02,76.33,39.9,2.19
2018-11-06,West Bengal,260.0,20.15,128.02,114.56,39.9,11.68
2018-11-08,West Bengal,0.0,0.0,2.1,0.0,39.9,13.34
2018-11-19,West Bengal,0.0,0.0,2.1,0.0,39.9,13.34
2019-07-22,West Bengal,0.0,0.0,0.0,0.0,39.9,13.34
2019-10-11,West Bengal,0.0,0.0,0.0,0.0,39.9,13.34
2019-11-07,West Bengal,0.0,0.0,0.0,0.0,39.9,13.34
2020-01-27,West Bengal,0.0,0.0,0.0,0.0,39.9,0.0
2020-06-08,West Bengal,200.0,11.6,97.89,59.1,39.9,14.7
2020-06-10,West Bengal,232.0,9.05,59.37,18.37,4.3,5.24
2020-06-11,West Bengal,342.0,9.92,9.53,21.04,8.97,2.01
2021-01-05,West Bengal,0.0,33.5,0.0,111.9,31.3,13.0
2022-02-05,West Bengal,2370.0,33.5,31.28,111.9,31.3,13.0
2022-03-24,West Bengal,19000.0,15.0,25.0,134.0,112.0,22.0
2022-03-30,West Bengal,670.91,21.47,16.53,79.43,34.03,13.33
2022-03-31,West Bengal,466.25,22.52,24.8,57.83,-15.7,9.53
2022-04-02,West Bengal,464.17,20.83,33.52,60.54,23.85,9.97
2022-04-03,West Bengal,473.33,17.26,29.56,49.37,18.06,11.43
2022-04-04,West Bengal,468.33,19.2,26.06,65.74,22.57,16.9
2022-04-05,West Bengal,534.17,19.19,19.79,56.02,21.85,14.63
2022-04-06,West Bengal,1056.67,21.19,22.77,61.39,-49.84,12.72
2022-04-07,West Bengal,451.25,19.3,29.66,56.14,24.73,14.48
2022-04-08,West Bengal,517.27,19.55,28.86,66.84,26.42,16.87
2022-04-09,West Bengal,520.42,18.53,30.2,42.61,15.58,10.09
2022-04-10,West Bengal,506.36,16.92,28.85,48.81,20.9,16.83
2022-04-11,West Bengal,573.64,17.46,30.69,60.36,25.06,17.12
2022-04-12,West Bengal,545.83,19.26,29.09,47.92,19.41,10.59
2022-04-13,West Bengal,443.75,20.31,24.67,42.89,18.86,16.36
2022-04-14,West Bengal,689.17,18.85,35.85,64.81,23.83,15.6
2022-04-15,West Bengal,605.0,18.02,43.56,87.7,36.24,13.03
2022-04-16,West Bengal,608.33,19.5,42.94,91.13,34.01,17.31
2022-04-17,West Bengal,651.82,19.75,49.56,69.44,27.5,14.01
2022-04-18,West Bengal,547.73,16.69,48.6,65.23,-54.98,9.05
2022-04-19,West Bengal,472.0,19.64,40.01,58.53,-62.98,10.25
2022-04-20,West Bengal,496.67,20.54,56.58,59.71,-56.72,38.74
2022-04-21,West Bengal,510.0,18.12,56.4,54.84,-51.83,13.28
2022-04-22,West Bengal,522.5,20.44,26.65,50.19,-53.17,33.84
2022-04-23,West Bengal,634.17,23.3,59.36,89.57,-34.62,23.32
2022-04-24,West Bengal,522.5,20.62,67.78,106.51,-33.13,14.58
2022-04-25,West Bengal,684.17,21.89,66.18,140.88,-11.13,12.45
2022-04-26,West Bengal,963.33,22.57,58.24,117.95,-29.38,15.91
2022-04-27,West Bengal,491.74,22.88,42.17,82.09,34.83,10.14
2022-04-28,West Bengal,529.65,23.76,42.03,81.2,33.1,10.53
2022-04-29,West Bengal,548.08,24.08,46.53,99.84,36.34,10.22
2022-04-30,West Bengal,507.91,25.99,38.81,73.44,28.07,9.66
2022-05-01,West Bengal,590.83,28.14,23.31,50.19,22.23,10.06
2022-05-02,West Bengal,519.98,26.65,43.97,50.33,24.66,12.2
2022-05-03,West Bengal,544.61,24.75,43.94,55.79,22.74,8.28
2022-05-04,West Bengal,544.61,24.75,43.94,55.79,24.83,8.28
2022-05-05,West Bengal,525.22,27.49,45.31,64.33,29.08,10.21
2022-05-06,West Bengal,557.35,29.26,51.87,77.81,35.27,14.37
2022-05-07,West Bengal,476.84,29.09,45.8,82.88,35.94,9.28
2022-05-08,West Bengal,387.06,25.15,34.17,63.05,26.59,8.22
2022-05-09,West Bengal,449.84,26.53,27.9,33.57,13.0,10.69
2022-05-10,West Bengal,476.39,26.68,28.12,45.87,18.05,8.67
2022-05-11,West Bengal,468.75,27.3,30.15,57.68,22.58,7.31
2022-05-12,West Bengal,445.71,25.47,33.89,65.58,28.38,8.73
2022-05-13,West Bengal,406.46,26.49,36.49,67.9,28.26,9.18
2022-05-14,West Bengal,380.86,28.12,35.0,56.92,22.15,8.79
2022-05-15,West Bengal,424.81,29.06,30.9,43.7,-29.31,6.78
2022-05-16,West Bengal,413.54,27.87,33.56,50.43,-58.1,6.66
2022-05-17,West Bengal,433.89,25.48,29.01,42.13,-7.78,8.2
2022-05-18,West Bengal,410.83,25.62,27.01,40.52,16.21,7.31
2022-05-19,West Bengal,483.65,26.32,29.62,51.17,23.89,10.61
2022-05-20,West Bengal,498.02,25.02,32.47,52.72,21.05,7.93
2022-05-21,West Bengal,439.36,27.64,35.25,58.19,26.0,15.81
2022-05-22,West Bengal,750.86,33.25,37.04,85.92,43.9,12.34
2022-05-23,West Bengal,555.63,27.54,47.91,73.65,37.75,9.57
2022-05-24,West Bengal,477.49,29.15,33.78,90.13,32.71,8.7
2022-05-25,West Bengal,587.92,28.08,48.82,70.74,33.55,10.9
2022-05-26,West Bengal,602.22,32.22,50.72,87.95,-2.41,11.95
