timestamp,State,co,no2,o3,pm10,pm25,so2
2019-10-27,Andhra Pradesh,740.0,1.58,12.5,46.0,12.0,9.66
2019-11-05,Andhra Pradesh,740.0,1.58,64.7,46.0,12.0,9.66
2020-06-10,Andhra Pradesh,470.0,15.8,64.7,23.0,6.0,4.3
2020-06-11,Andhra Pradesh,420.0,30.73,44.07,59.67,23.33,3.5
2020-11-13,Andhra Pradesh,560.0,1.38,12.5,0.0,0.0,8.91
2020-11-19,Andhra Pradesh,560.0,1.38,19.4,0.0,0.0,8.91
2020-11-20,Andhra Pradesh,810.0,15.4,19.4,0.0,0.0,6.6
2022-03-29,Andhra Pradesh,810.0,15.4,19.4,72.0,40.0,6.6
2022-03-30,Andhra Pradesh,562.5,7.22,20.48,65.25,24.25,10.9
2022-03-31,Andhra Pradesh,541.25,8.86,14.86,57.25,22.62,10.35
2022-04-02,Andhra Pradesh,425.0,9.12,22.18,54.75,19.25,9.25
2022-04-03,Andhra Pradesh,460.0,13.25,21.32,51.25,18.5,15.52
2022-04-04,Andhra Pradesh,442.5,8.48,19.82,36.38,13.25,10.82
2022-04-05,Andhra Pradesh,422.5,10.68,13.55,26.0,9.25,9.95
2022-04-06,Andhra Pradesh,562.5,16.23,13.92,47.5,13.5,15.25
2022-04-07,Andhra Pradesh,740.0,20.02,11.85,57.25,18.5,11.77
2022-04-08,Andhra Pradesh,735.0,21.72,13.7,69.0,21.75,11.35
2022-04-09,Andhra Pradesh,770.0,17.58,14.32,31.38,6.75,10.95
2022-04-10,Andhra Pradesh,765.0,18.12,169.8,17.0,9.0,9.85
2022-04-11,Andhra Pradesh,755.0,20.98,13.73,34.5,11.0,10.6
2022-04-12,Andhra Pradesh,597.5,14.98,20.62,22.75,8.75,9.3
2022-04-13,Andhra Pradesh,502.5,22.6,7.48,54.25,13.75,12.3
2022-04-14,Andhra Pradesh,545.0,18.68,24.48,41.0,8.62,14.78
2022-04-15,Andhra Pradesh,592.5,20.05,56.75,39.25,10.0,12.28
2022-04-16,Andhra Pradesh,715.0,13.05,18.1,44.0,15.25,8.95
2022-04-17,Andhra Pradesh,555.0,21.92,26.2,48.25,19.5,14.4
2022-04-18,Andhra Pradesh,555.0,23.28,22.8,54.75,25.75,10.73
2022-04-19,Andhra Pradesh,630.0,14.38,27.48,78.75,27.25,13.4
2022-04-20,Andhra Pradesh,535.0,17.82,26.2,55.0,16.0,11.15
2022-04-21,Andhra Pradesh,660.0,14.78,22.55,60.25,21.0,9.07
2022-04-22,Andhra Pradesh,535.0,11.65,13.55,46.25,11.5,7.35
2022-04-23,Andhra Pradesh,1225.0,24.28,18.72,44.75,8.5,37.3
2022-04-24,Andhra Pradesh,1337.5,22.3,23.65,42.5,11.5,10.68
2022-04-25,Andhra Pradesh,1592.5,19.5,22.98,62.75,14.5,9.45
2022-04-26,Andhra Pradesh,1372.5,18.2,25.9,73.5,20.25,11.88
2022-04-27,Andhra Pradesh,600.28,18.35,14.58,56.53,16.5,9.52
2022-04-28,Andhra Pradesh,660.85,18.01,22.84,65.85,20.36,16.28
2022-04-29,Andhra Pradesh,607.98,19.64,27.92,73.56,25.87,16.58
2022-04-30,Andhra Pradesh,602.44,20.38,30.99,84.29,32.51,19.62
2022-05-02,Andhra Pradesh,620.97,16.72,32.41,71.21,31.28,15.02
2022-05-04,Andhra Pradesh,681.25,20.11,22.28,78.85,33.58,269073.62
2022-05-05,Andhra Pradesh,596.53,24.33,25.76,87.15,34.31,92436.92
2022-05-06,Andhra Pradesh,553.0,26.6,23.24,85.21,37.71,19.11
2022-05-07,Andhra Pradesh,580.97,24.63,28.09,83.21,36.18,14.32
2022-05-08,Andhra Pradesh,579.87,21.22,28.21,88.34,38.98,16.3
2022-05-09,Andhra Pradesh,499.27,18.31,27.92,64.66,28.74,19.49
2022-05-10,Andhra Pradesh,463.49,12.28,32.34,48.68,20.82,14.37
2022-05-11,Andhra Pradesh,481.56,13.29,33.29,42.57,18.99,14.5
2022-05-12,Andhra Pradesh,524.12,13.98,32.97,51.32,24.25,15.48
2022-05-13,Andhra Pradesh,508.75,16.12,30.69,58.92,27.02,14.6
2022-05-14,Andhra Pradesh,566.87,16.77,31.5,57.78,26.68,16.04
2022-05-15,Andhra Pradesh,640.84,14.3,32.19,64.28,31.91,7.17
2022-05-16,Andhra Pradesh,539.52,16.53,24.78,55.94,24.23,20.34
2022-05-17,Andhra Pradesh,494.93,13.87,23.94,47.22,22.12,26.35
2022-05-18,Andhra Pradesh,519.66,14.05,20.23,37.53,16.52,23.66
2022-05-19,Andhra Pradesh,490.76,13.11,21.89,35.88,12.5,28.11
2022-05-20,Andhra Pradesh,489.06,13.69,23.56,49.16,19.84,26.12
2022-05-21,Andhra Pradesh,507.81,15.67,28.71,81.53,32.81,8.55
2022-05-22,Andhra Pradesh,486.94,19.39,25.86,103.16,33.58,24.66
2022-05-23,Andhra Pradesh,566.07,23.82,26.3,118.96,36.09,9.19
2022-05-24,Andhra Pradesh,490.13,16.1,29.22,74.62,24.46,8.8
2022-05-25,Andhra Pradesh,567.19,19.13,28.19,63.47,26.0,7.9
2022-05-26,Andhra Pradesh,491.43,19.27,30.91,78.07,32.36,28.21
2022-03-29,Arunachal Pradesh,500.0,18.35,11.38,124.83,32.17,49.43
2022-04-02,Arunachal Pradesh,320.0,7.97,13.63,14.0,5.8,48.79
2022-04-05,Arunachal Pradesh,470.0,14.79,11.04,23.8,25.2,51.48
2022-04-07,Arunachal Pradesh,360.0,6.86,10.82,46.0,21.0,49.02
2022-04-08,Arunachal Pradesh,500.0,17.46,6.43,0.0,0.0,47.99
2022-04-09,Arunachal Pradesh,390.0,10.31,11.61,61.0,29.0,51.77
2022-04-11,Arunachal Pradesh,350.0,8.09,15.28,94.0,44.0,48.16
2022-04-12,Arunachal Pradesh,310.0,6.82,22.03,125.0,27.0,54.34
2022-04-13,Arunachal Pradesh,470.0,11.84,9.43,41.0,17.0,50.34
2022-04-15,Arunachal Pradesh,330.0,5.96,10.59,45.0,25.0,49.76
2022-04-16,Arunachal Pradesh,240.0,5.88,21.69,24.0,16.0,50.05
2022-04-19,Arunachal Pradesh,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-20,Arunachal Pradesh,0.0,7.15,0.0,0.0,21.0,54.14
2022-04-23,Arunachal Pradesh,305.0,7.15,0.0,0.0,30.5,54.14
2022-04-25,Arunachal Pradesh,340.0,10.53,0.0,0.0,33.75,51.19
2022-04-27,Arunachal Pradesh,450.0,12.45,0.0,0.0,27.0,49.98
2022-04-29,Arunachal Pradesh,346.25,7.2,0.0,0.0,17.77,50.29
2022-04-30,Arunachal Pradesh,374.0,10.45,0.0,0.0,14.35,49.8
2022-05-02,Arunachal Pradesh,347.65,9.92,0.0,0.0,18.21,51.03
2022-05-04,Arunachal Pradesh,245.0,4.95,0.0,0.0,11.2,53.22
2022-05-05,Arunachal Pradesh,152.5,4.76,0.0,0.0,14.25,47.66
2022-05-06,Arunachal Pradesh,349.38,10.09,0.0,0.0,13.3,52.6
2022-05-07,Arunachal Pradesh,332.61,8.42,0.0,0.0,18.0,52.25
2022-05-08,Arunachal Pradesh,336.52,7.06,0.0,0.0,16.59,53.13
2022-05-09,Arunachal Pradesh,308.0,4.87,0.0,0.0,36.81,54.94
2022-05-10,Arunachal Pradesh,232.73,0.0,0.0,0.0,17.98,53.16
2022-05-12,Arunachal Pradesh,245.0,0.0,0.0,0.0,18.79,53.63
2022-05-13,Arunachal Pradesh,317.5,0.0,0.0,0.0,24.08,53.38
2022-05-14,Arunachal Pradesh,336.67,0.0,0.0,0.0,19.0,51.23
2022-05-16,Arunachal Pradesh,295.0,32.52,33.97,34.75,22.0,54.08
2022-05-17,Arunachal Pradesh,344.0,39.34,41.06,17.1,9.82,54.85
2022-05-18,Arunachal Pradesh,358.75,38.4,40.11,19.88,11.91,53.51
2022-05-19,Arunachal Pradesh,296.67,37.08,38.63,14.23,8.44,51.63
2022-05-20,Arunachal Pradesh,230.0,38.48,40.0,17.9,10.75,53.39
2022-05-21,Arunachal Pradesh,250.0,39.29,40.93,14.79,7.29,54.59
2022-05-23,Arunachal Pradesh,308.0,38.59,40.3,33.97,20.13,53.8
2022-05-24,Arunachal Pradesh,298.89,38.16,39.78,28.31,15.5,53.15
2022-05-25,Arunachal Pradesh,286.67,39.38,41.02,25.69,12.15,54.83
2022-05-26,Arunachal Pradesh,310.0,39.71,41.48,75.0,41.8,55.36
2019-12-24,Assam,660.0,8.64,18.14,0.0,82.0,11.38
2020-06-10,Assam,880.0,11.45,17.89,119.0,53.62,15.76
2022-03-30,Assam,465.0,1.77,34.94,75.0,45.0,15.74
2022-03-31,Assam,430.0,1.41,28.46,42.32,43.07,16.98
2022-04-02,Assam,410.0,1.52,38.52,15.84,6.93,7.65
2022-04-03,Assam,410.0,1.42,34.42,42.22,22.64,8.5
2022-04-04,Assam,565.0,1.51,24.26,31.78,9.86,8.4
2022-04-05,Assam,505.0,1.1,39.3,25.86,16.14,9.05
2022-04-06,Assam,455.0,1.26,34.27,32.25,17.92,8.68
2022-04-07,Assam,450.0,1.12,32.12,39.0,21.25,9.01
2022-04-08,Assam,445.0,1.37,50.21,64.5,27.0,12.31
2022-04-09,Assam,415.0,1.26,36.98,35.5,24.5,8.42
2022-04-10,Assam,405.0,1.41,36.51,24.5,20.5,8.6
2022-04-11,Assam,450.0,1.3,25.43,22.0,17.22,8.32
2022-04-12,Assam,565.0,1.22,23.49,40.5,21.0,8.96
2022-04-13,Assam,645.0,3.02,21.39,92.0,63.5,10.27
2022-04-14,Assam,425.0,1.44,16.0,37.66,22.34,8.52
2022-04-15,Assam,365.0,1.9,50.15,40.5,27.5,8.15
2022-04-16,Assam,310.0,1.59,44.89,39.78,22.0,15.24
2022-04-17,Assam,280.0,1.31,55.75,35.34,20.25,10.66
2022-04-18,Assam,250.0,1.16,40.45,16.66,10.34,10.37
2022-04-19,Assam,385.0,1.48,34.98,49.0,30.0,12.88
2022-04-20,Assam,340.0,1.79,34.7,22.93,15.0,10.38
2022-04-21,Assam,370.0,2.05,30.63,36.08,23.58,10.6
2022-04-22,Assam,535.0,2.62,31.93,81.0,54.75,14.18
2022-04-23,Assam,505.0,3.3,34.06,22.84,19.66,10.61
2022-04-24,Assam,470.0,1.88,23.8,91.65,66.0,12.2
2022-04-25,Assam,390.0,1.27,42.05,98.0,38.43,19.2
2022-04-26,Assam,420.0,1.35,28.16,59.84,30.16,13.12
2022-04-27,Assam,388.41,1.44,32.4,29.85,17.92,15.4
2022-04-28,Assam,589.78,1.72,21.46,59.26,29.56,16.45
2022-04-29,Assam,456.67,1.83,16.71,52.07,31.83,15.64
2022-04-30,Assam,402.25,1.96,10.33,29.43,20.82,11.43
2022-05-02,Assam,565.27,2.56,6.9,39.15,29.01,10.8
2022-05-04,Assam,354.38,1.42,14.81,33.1,10.3,15.44
2022-05-05,Assam,447.95,2.44,11.85,44.1,23.48,15.13
2022-05-06,Assam,810.93,3.39,11.07,91.05,46.95,22.12
2022-05-07,Assam,691.46,3.49,15.03,75.58,42.25,16.63
2022-05-08,Assam,600.0,3.41,18.49,73.61,38.68,19.35
2022-05-09,Assam,421.71,2.16,28.08,51.91,26.42,15.92
2022-05-10,Assam,336.66,2.12,24.95,33.11,19.98,14.75
2022-05-11,Assam,498.44,2.75,14.1,36.11,19.66,14.14
2022-05-12,Assam,425.0,2.46,16.84,45.73,23.7,14.36
2022-05-13,Assam,496.52,2.76,19.96,23.66,15.82,12.73
2022-05-14,Assam,510.38,2.84,22.67,27.56,19.19,13.27
2022-05-15,Assam,379.12,1.59,18.75,23.32,19.07,12.19
2022-05-16,Assam,396.25,1.96,23.25,24.94,16.59,12.21
2022-05-17,Assam,535.0,3.58,21.42,35.06,23.88,13.51
2022-05-18,Assam,449.38,2.91,24.4,33.29,19.83,12.74
2022-05-19,Assam,390.0,3.36,23.99,29.29,18.93,12.49
2022-05-20,Assam,295.07,1.6,23.18,21.59,12.93,11.81
2022-05-21,Assam,296.88,1.36,19.84,25.87,12.77,11.75
2022-05-22,Assam,620.21,2.42,16.37,65.83,37.26,14.76
2022-05-23,Assam,757.86,2.82,21.98,83.6,34.06,15.94
2022-05-24,Assam,562.36,2.97,18.89,87.51,31.43,16.78
2022-05-25,Assam,640.0,3.76,17.04,54.36,32.44,15.26
2022-05-26,Assam,616.31,3.79,20.54,75.34,41.76,16.1
2018-02-21,Bihar,2080.0,43.4,2.4,58.98,245.0,16.9
2018-02-22,Bihar,900.0,27.35,85.2,58.98,154.0,10.7
2020-02-15,Bihar,1000.0,137.4,0.0,58.98,34.0,20.9
2020-04-10,Bihar,1000.0,137.4,61.2,58.98,34.0,20.9
2020-05-19,Bihar,920.0,24.3,61.2,58.98,32.0,16.8
2020-05-25,Bihar,920.0,13.34,61.2,58.98,32.0,16.8
2020-06-11,Bihar,627.78,13.34,27.14,58.98,123.96,4.73
2021-07-20,Bihar,9130.0,55.9,0.01,261.0,103.0,5.0
2021-07-22,Bihar,9130.0,55.9,0.01,261.0,103.0,5.0
2022-01-02,Bihar,9130.0,55.9,7.6,261.0,103.0,5.0
2022-02-04,Bihar,2685.0,55.9,7.6,261.0,103.0,5.0
2022-02-05,Bihar,460.0,55.9,7.6,261.0,103.0,5.0
2022-02-06,Bihar,8590.0,55.9,7.6,261.0,103.0,5.0
2022-03-24,Bihar,760.0,55.9,7.6,261.0,103.0,5.0
2022-03-27,Bihar,0.0,52.6,15.0,202.45,94.92,4.05
2022-03-28,Bihar,2160.0,52.6,15.0,202.45,94.92,4.05
2022-03-29,Bihar,0.0,52.6,37.03,202.45,94.92,4.05
2022-03-30,Bihar,1246.87,37.9,37.03,202.45,94.92,8.2
2022-03-31,Bihar,957.0,35.46,22.03,207.07,96.47,6.85
2022-04-01,Bihar,940.68,46.01,34.79,336.79,301.48,3.27
2022-04-02,Bihar,933.8,33.31,26.56,213.69,84.44,5.64
2022-04-03,Bihar,860.02,36.09,23.22,168.78,75.96,6.66
2022-04-04,Bihar,1267.96,46.04,34.81,228.23,130.9,10.97
2022-04-05,Bihar,948.1,42.88,31.23,244.72,101.74,7.93
2022-04-06,Bihar,827.12,45.3,41.81,226.3,91.86,9.93
2022-04-07,Bihar,693.08,39.8,39.12,196.35,83.72,8.38
2022-04-08,Bihar,877.97,37.71,37.79,177.25,75.94,8.28
2022-04-09,Bihar,1053.91,38.66,58.21,194.74,72.52,10.31
2022-04-10,Bihar,655.0,25.67,34.36,203.84,70.64,6.93
2022-04-11,Bihar,710.32,27.96,36.45,129.38,48.32,7.85
2022-04-12,Bihar,882.33,31.9,28.89,157.85,63.59,5.98
2022-04-13,Bihar,815.16,35.04,26.41,200.83,113.86,7.36
2022-04-14,Bihar,923.46,36.5,25.46,241.73,101.09,7.68
2022-04-15,Bihar,1134.87,46.34,51.41,288.95,92.78,10.47
2022-04-16,Bihar,896.79,51.92,59.59,281.01,103.17,16.75
2022-04-17,Bihar,1155.21,51.42,62.8,286.26,121.33,18.6
2022-04-18,Bihar,927.26,51.03,47.17,238.25,104.92,8.71
2022-04-19,Bihar,725.93,35.74,50.67,173.77,61.89,7.88
2022-04-20,Bihar,889.21,33.21,45.43,168.86,45.11,9.36
2022-04-21,Bihar,664.87,33.58,37.83,117.66,43.73,8.14
2022-04-22,Bihar,963.69,31.47,32.95,161.48,64.35,9.66
2022-04-23,Bihar,744.02,37.82,55.12,245.17,82.47,8.54
2022-04-24,Bihar,1052.54,43.36,71.63,284.74,106.79,10.21
2022-04-25,Bihar,1210.18,43.39,78.76,263.56,80.67,11.23
2022-04-26,Bihar,856.34,45.92,56.28,264.78,106.17,10.64
2022-04-27,Bihar,989.1,41.0,30.9,223.92,88.92,6.66
2022-04-28,Bihar,1001.32,32.15,40.32,171.06,67.98,38.18
2022-04-29,Bihar,927.53,33.51,43.19,187.57,71.2,14.49
2022-04-30,Bihar,598.21,31.06,48.11,186.98,44.54,7.35
2022-05-01,Bihar,590.44,33.06,34.74,93.62,37.37,5.04
2022-05-02,Bihar,698.18,34.66,50.01,149.41,43.97,7.81
2022-05-04,Bihar,646.93,32.71,45.95,104.07,42.21,7.35
2022-05-05,Bihar,621.06,35.74,32.6,113.71,44.89,7.87
2022-05-06,Bihar,731.96,41.03,37.42,124.49,49.9,14.2
2022-05-07,Bihar,912.41,30.71,46.79,133.33,54.1,12.17
2022-05-08,Bihar,703.45,27.66,50.84,143.82,60.47,16.55
2022-05-09,Bihar,822.66,28.9,40.64,119.01,42.09,7.78
2022-05-10,Bihar,638.55,25.54,32.04,93.97,33.9,6.22
2022-05-11,Bihar,689.99,27.69,33.43,122.08,42.77,9.07
2022-05-12,Bihar,775.04,32.74,30.74,138.63,54.62,12.2
2022-05-13,Bihar,700.06,30.94,40.45,134.53,51.01,7.17
2022-05-14,Bihar,728.89,27.28,34.0,132.96,48.16,11.96
2022-05-15,Bihar,1229.08,25.99,35.64,165.07,80.61,11.87
2022-05-16,Bihar,836.75,27.0,41.5,146.98,92.13,11.97
2022-05-17,Bihar,763.03,26.93,36.72,137.91,55.95,8.12
2022-05-18,Bihar,811.58,32.68,39.13,185.98,75.61,9.55
2022-05-19,Bihar,653.71,36.13,40.76,191.13,69.7,8.61
2022-05-20,Bihar,724.07,30.24,47.67,132.5,45.26,7.83
2022-05-21,Bihar,677.63,25.88,48.03,109.67,38.0,12.84
2022-05-22,Bihar,591.9,27.95,39.71,113.55,38.32,9.38
2022-05-23,Bihar,714.69,31.25,47.57,121.96,44.95,9.32
2022-05-24,Bihar,694.5,30.47,39.32,123.74,47.94,7.36
2022-05-25,Bihar,820.2,32.05,43.37,109.56,50.2,7.27
2022-05-26,Bihar,763.11,34.66,48.73,148.88,53.06,7.31
2020-06-10,Chandigarh,260.0,8.39,13.08,37.08,21.69,10.95
2022-03-30,Chandigarh,856.67,24.99,66.78,227.18,110.54,44.62
2022-03-31,Chandigarh,725.0,30.6,54.94,142.94,53.49,19.63
2022-04-02,Chandigarh,933.33,41.21,77.46,145.58,39.27,44.64
2022-04-03,Chandigarh,770.0,32.85,66.7,127.78,42.43,37.38
2022-04-04,Chandigarh,1020.0,51.97,70.64,199.25,62.87,26.81
2022-04-05,Chandigarh,1003.33,37.96,72.93,194.07,76.63,27.94
2022-04-06,Chandigarh,883.33,34.73,80.6,161.35,60.28,21.99
2022-04-07,Chandigarh,980.0,34.65,79.36,191.09,76.38,28.65
2022-04-08,Chandigarh,1086.67,57.82,75.12,159.04,62.15,16.13
2022-04-09,Chandigarh,1090.0,39.36,92.94,157.08,64.3,35.32
2022-04-10,Chandigarh,1066.67,47.74,91.71,147.02,62.4,15.89
2022-04-11,Chandigarh,1163.33,73.02,75.88,196.01,72.12,21.69
2022-04-12,Chandigarh,1006.67,37.51,80.97,257.25,99.78,43.45
2022-04-13,Chandigarh,1103.33,39.72,91.54,205.61,84.59,17.27
2022-04-14,Chandigarh,846.67,23.97,68.0,162.23,56.08,10.43
2022-04-15,Chandigarh,656.67,24.69,71.34,131.38,49.27,41.88
2022-04-16,Chandigarh,693.33,27.11,72.25,113.11,47.94,22.32
2022-04-17,Chandigarh,706.67,34.74,90.93,94.27,45.84,41.94
2022-04-18,Chandigarh,920.0,45.36,95.12,131.84,55.61,34.66
2022-04-19,Chandigarh,1010.0,49.12,68.36,164.13,64.57,23.04
2022-04-20,Chandigarh,723.33,30.97,72.49,201.23,62.53,16.48
2022-04-21,Chandigarh,1023.33,73.31,23.88,172.1,55.57,12.75
2022-04-22,Chandigarh,520.0,24.9,58.09,120.06,46.85,21.98
2022-04-23,Chandigarh,486.67,17.32,94.74,142.79,52.37,10.75
2022-04-24,Chandigarh,480.0,17.96,92.41,134.94,51.32,10.18
2022-04-25,Chandigarh,663.33,27.38,113.31,181.96,66.75,13.71
2022-04-26,Chandigarh,596.67,16.85,91.24,149.77,53.72,13.45
2022-04-27,Chandigarh,1472.31,68.23,37.43,167.84,81.87,76.1
2022-04-28,Chandigarh,1206.56,59.31,60.18,176.37,77.76,19.8
2022-04-29,Chandigarh,961.57,44.67,75.56,199.29,86.46,38.69
2022-04-30,Chandigarh,1360.88,75.79,66.36,199.18,88.31,26.77
2022-05-01,Chandigarh,636.67,12.94,100.7,125.87,48.22,21.42
2022-05-02,Chandigarh,784.6,27.44,88.67,180.83,60.98,12.99
2022-05-04,Chandigarh,682.83,48.38,31.25,87.19,37.5,6.36
2022-05-05,Chandigarh,909.16,59.8,60.76,136.79,71.53,14.12
2022-05-06,Chandigarh,1013.02,57.59,75.06,159.0,78.69,16.53
2022-05-07,Chandigarh,1122.56,55.98,78.43,137.89,65.29,16.09
2022-05-08,Chandigarh,975.95,50.04,102.84,146.19,69.9,27.79
2022-05-09,Chandigarh,802.08,49.12,83.34,107.29,48.63,11.59
2022-05-10,Chandigarh,723.78,30.18,84.71,110.66,52.62,14.32
2022-05-11,Chandigarh,945.41,46.2,78.45,131.08,63.01,30.43
2022-05-12,Chandigarh,799.93,36.69,81.39,136.15,57.37,14.26
2022-05-13,Chandigarh,972.19,50.56,71.07,146.46,72.24,13.14
2022-05-14,Chandigarh,1215.63,59.77,66.83,168.59,84.53,18.73
2022-05-15,Chandigarh,1377.63,82.08,64.35,178.94,79.57,16.72
2022-05-16,Chandigarh,753.96,31.73,82.28,155.11,57.76,16.76
2022-05-17,Chandigarh,872.08,52.33,76.38,144.45,59.51,16.31
2022-05-18,Chandigarh,808.63,45.21,59.4,147.75,63.17,37.27
2022-05-19,Chandigarh,1019.29,71.46,62.03,162.67,72.14,19.04
2022-05-20,Chandigarh,949.29,41.47,77.84,184.98,71.13,16.52
2022-05-21,Chandigarh,648.27,40.8,63.34,199.27,63.35,20.14
2022-05-22,Chandigarh,629.17,27.76,99.48,118.25,45.37,69.67
2022-05-23,Chandigarh,563.81,25.72,81.47,35.06,15.14,9.1
2022-05-24,Chandigarh,633.75,32.24,54.32,36.93,19.46,5.15
2022-05-25,Chandigarh,740.18,40.65,79.8,90.08,40.5,9.5
2022-05-26,Chandigarh,1296.44,61.18,93.92,110.35,56.52,9.62
2022-03-25,Chhattisgarh,330.0,19.86,,0.0,17.67,21.77
2022-03-30,Chhattisgarh,2200.0,11.32,,52.35,23.57,5.96
2022-03-31,Chhattisgarh,750.0,11.18,,57.42,23.09,6.13
2022-04-02,Chhattisgarh,2500.0,0.0,,47.01,21.59,6.7
2022-04-03,Chhattisgarh,500.0,12.32,,68.69,31.09,6.92
2022-04-04,Chhattisgarh,1400.0,11.98,,57.0,24.96,5.47
2022-04-05,Chhattisgarh,500.0,12.45,,48.27,20.68,3.3
2022-04-06,Chhattisgarh,5700.0,10.68,,52.0,24.27,7.4
2022-04-07,Chhattisgarh,1040.0,15.77,,23.76,27.02,9.62
2022-04-08,Chhattisgarh,600.0,13.98,,52.85,22.59,7.64
2022-04-09,Chhattisgarh,1000.0,14.93,,47.01,19.34,6.74
2022-04-10,Chhattisgarh,900.0,11.45,,53.72,23.86,9.2
2022-04-11,Chhattisgarh,1750.0,6.48,,48.26,20.77,7.04
2022-04-13,Chhattisgarh,300.0,14.2,,54.36,21.21,6.44
2022-04-14,Chhattisgarh,2000.0,12.58,,48.4,18.41,7.66
2022-04-15,Chhattisgarh,1500.0,12.38,,56.74,28.35,7.46
2022-04-16,Chhattisgarh,0.0,13.21,,50.87,25.35,7.77
2022-04-17,Chhattisgarh,200.0,13.2,,49.87,19.32,8.13
2022-04-18,Chhattisgarh,1000.0,12.63,,50.25,19.24,8.52
2022-04-19,Chhattisgarh,1100.0,12.42,,48.18,19.53,7.3
2022-04-20,Chhattisgarh,700.0,9.54,,49.87,18.58,5.5
2022-04-21,Chhattisgarh,700.0,10.19,,49.65,19.71,5.29
2022-04-22,Chhattisgarh,400.0,11.75,,55.18,26.43,5.65
2022-04-23,Chhattisgarh,1600.0,11.66,,60.02,25.15,7.05
2022-04-24,Chhattisgarh,2400.0,9.62,,58.33,29.49,5.91
2022-04-25,Chhattisgarh,900.0,10.71,,62.94,21.78,7.52
2022-04-26,Chhattisgarh,0.0,9.66,,43.76,18.63,5.74
2022-04-27,Chhattisgarh,2122.22,13.23,,54.49,22.2,8.12
2022-04-28,Chhattisgarh,1039.13,13.23,,61.18,25.0,9.43
2022-04-29,Chhattisgarh,1223.81,10.98,,60.03,26.34,7.77
2022-04-30,Chhattisgarh,775.0,11.84,,55.77,24.17,8.76
2022-05-02,Chhattisgarh,913.64,13.62,,0.0,25.3,7.39
2022-05-04,Chhattisgarh,1287.5,11.03,,26.29,21.74,8.21
2022-05-05,Chhattisgarh,1111.11,13.09,,50.66,24.24,7.41
2022-05-06,Chhattisgarh,1219.05,13.0,,52.0,24.35,7.72
2022-05-07,Chhattisgarh,945.83,13.03,,55.91,24.88,7.31
2022-05-08,Chhattisgarh,609.09,12.22,,51.98,24.48,7.01
2022-05-09,Chhattisgarh,919.05,10.05,,40.02,18.42,5.69
2022-05-10,Chhattisgarh,1013.04,13.85,,50.74,21.85,6.52
2022-05-11,Chhattisgarh,804.35,12.69,,58.81,23.55,7.2
2022-05-12,Chhattisgarh,1323.81,12.33,,57.39,23.8,6.65
2022-05-13,Chhattisgarh,1385.71,11.6,,57.44,21.93,5.96
2022-05-14,Chhattisgarh,1500.0,16.22,,53.54,24.39,6.84
2022-05-15,Chhattisgarh,558.33,15.96,,60.08,26.82,8.7
2022-05-23,Chhattisgarh,620.0,15.69,,65.13,27.17,6.73
2022-05-24,Chhattisgarh,633.33,13.27,,60.52,25.19,6.33
2022-05-25,Chhattisgarh,400.0,10.92,,41.1,16.7,5.79
2022-05-26,Chhattisgarh,714.29,10.74,,40.87,17.45,6.51
2015-04-09,Delhi,1620.0,68.24,2.0,342.56,52.9,13.34
2015-07-10,Delhi,1620.0,68.24,61.66,342.56,52.9,13.34
2016-01-23,Delhi,90.0,53.3,28.0,185.0,241.0,13.34
2016-03-21,Delhi,1300.0,53.3,72.9,185.0,241.0,13.34
2016-11-09,Delhi,1730.0,53.3,72.9,185.0,241.0,13.34
2017-03-21,Delhi,1730.0,53.3,72.9,185.0,82.05,13.34
2017-11-27,Delhi,1730.0,53.3,73.44,185.0,82.05,13.34
2017-11-28,Delhi,740.0,53.3,73.44,185.0,82.05,13.34
2018-01-23,Delhi,3936.4,175.65,17.87,384.75,201.0,20.84
2018-01-24,Delhi,3936.4,175.65,67.2,384.75,201.0,20.84
2018-02-21,Delhi,3936.4,175.65,2.6,384.75,201.0,20.84
2018-02-22,Delhi,1651.67,57.87,10.65,312.0,204.99,11.2
2018-03-16,Delhi,20000.0,131.0,38.0,206.0,166.0,19.0
2018-03-20,Delhi,50000.0,87.0,78.0,154.0,157.0,31.0
2018-04-28,Delhi,810.0,54.06,8.7,155.0,104.4,20.67
2018-05-06,Delhi,3000.0,81.4,8.7,155.0,62.0,18.4
2018-05-08,Delhi,425.0,10.3,139.3,155.0,62.0,6.9
2018-05-09,Delhi,425.0,28.95,22.5,155.0,62.0,18.35
2018-05-10,Delhi,500.15,22.18,163.92,155.0,62.0,13.18
2018-05-11,Delhi,0.6,6.2,198.7,250.0,67.0,0.1
2018-05-12,Delhi,1544.44,57.07,136.74,347.67,143.92,17.99
2018-05-13,Delhi,500.0,29.87,17.53,248.25,72.5,6.39
2018-05-14,Delhi,500.0,29.87,17.53,50.37,0.0,6.39
2018-12-15,Delhi,1440.0,35.6,0.0,175.0,131.0,6.39
2019-12-12,Delhi,1260.0,14.31,17.04,138.07,70.64,11.16
2020-01-20,Delhi,1450.0,22.17,28.7,209.0,162.0,11.16
2020-02-10,Delhi,807.82,95.95,12.37,128.2,1978.0,31.65
2020-03-19,Delhi,807.82,31.58,69.36,128.2,1978.0,27.19
2020-03-30,Delhi,807.82,23.08,7.4,128.2,1978.0,111.2
